Trade_Date,Make_Date,Index_Type,Security_Code,Time,Trade_Price,Price_Type,Trade_Volume,No,Contract_Month
20200106,20191230,73,165030073,163151797,28590,O,1,1,202003
20200106,20191230,73,165030073,164419035,28616,N,4,2,202003
20200106,20191230,73,165030073,165052434,28608,N,1,3,202003
20200106,20191230,73,165030073,173507340,28636,N,1,4,202003
20200106,20191230,73,165030073,180041488,28623,N,1,5,202003
20200106,20191230,73,165030073,180526775,28624,N,1,6,202003
20200106,20191230,73,165030073,182135284,28625,N,1,7,202003
20200106,20191230,73,165030073,185634951,28615,N,1,8,202003
20200106,20191230,73,165030073,190013492,28611,N,1,9,202003
20200106,20191230,73,165030073,195808666,28611,N,1,10,202003
20200106,20191230,73,165030073,200126815,28601,N,1,11,202003
20200106,20191230,73,165030073,200710732,28595,N,5,12,202003
20200106,20191230,73,165030073,204434520,28599,N,1,13,202003
20200106,20191230,73,165030073,205646949,28601,N,1,14,202003
20200106,20191230,73,165030073,213520204,28606,N,2,15,202003
20200106,20191230,73,165030073,221127229,28610,N,1,16,202003
20200106,20191230,73,165030073,222753306,28620,N,1,17,202003
20200106,20191230,73,165030073,230532300,28620,N,2,18,202003
20200106,20191230,73,165030073,230624551,28625,N,1,19,202003
20200106,20191230,73,165030073,232838435,28611,N,5,20,202003
20200106,20191230,73,165030073,232838770,28611,N,1,21,202003
20200106,20191230,73,165030073,233414424,28580,N,2,22,202003
20200106,20191230,73,165030073,233510566,28550,N,3,23,202003
20200106,20191230,73,165030073,233551578,28550,N,9,24,202003
20200106,20191230,73,165030073,233626377,28521,N,1,25,202003
20200106,20191230,73,165030073,233711153,28520,N,1,26,202003
20200106,20191230,73,165030073,233847899,28511,N,1,27,202003
20200106,20191230,73,165030073,233856111,28511,N,2,28,202003
20200106,20191230,73,165030073,233857602,28515,N,9,29,202003
20200106,20191230,73,165030073,234000064,28506,N,1,30,202003
20200106,20191230,73,165030073,234019472,28500,N,1,31,202003
20200106,20191230,73,165030073,234020149,28504,N,2,32,202003
20200106,20191230,73,165030073,234205824,28513,N,1,33,202003
20200106,20191230,73,165030073,234207595,28513,N,7,34,202003
20200106,20191230,73,165030073,234242201,28510,N,1,35,202003
20200106,20191230,73,165030073,234313183,28499,N,1,36,202003
20200106,20191230,73,165030073,234314125,28495,N,1,37,202003
20200106,20191230,73,165030073,234349236,28493,N,1,38,202003
20200106,20191230,73,165030073,234413564,28488,N,1,39,202003
20200106,20191230,73,165030073,234506362,28469,N,8,40,202003
20200106,20191230,73,165030073,235256733,28497,N,1,41,202003
20200106,20191230,73,165030073,235410825,28494,N,1,42,202003
20200106,20191230,73,165030073,235421871,28497,N,1,43,202003
20200106,20191230,73,165030073,235447456,28500,N,1,44,202003
20200106,20191230,73,165030073,235743122,28481,N,1,45,202003
20200106,20191230,73,165030073,235921964,28470,N,2,46,202003
20200106,20191230,73,165030073,000356433,28470,N,1,47,202003
20200106,20191230,73,165030073,000508416,28470,N,2,48,202003
20200106,20191230,73,165030073,000800784,28466,N,1,49,202003
20200106,20191230,73,165030073,001036480,28466,N,10,50,202003
20200106,20191230,73,165030073,001036853,28466,N,2,51,202003
20200106,20191230,73,165030073,001036854,28466,N,2,52,202003
20200106,20191230,73,165030073,001037554,28466,N,2,53,202003
20200106,20191230,73,165030073,001224834,28450,N,2,54,202003
20200106,20191230,73,165030073,001225013,28425,N,1,55,202003
20200106,20191230,73,165030073,001225015,28425,N,1,56,202003
20200106,20191230,73,165030073,001225016,28425,N,1,57,202003
20200106,20191230,73,165030073,001225017,28425,N,1,58,202003
20200106,20191230,73,165030073,001225018,28425,N,6,59,202003
20200106,20191230,73,165030073,001225132,28426,N,2,60,202003
20200106,20191230,73,165030073,001536855,28413,N,1,61,202003
20200106,20191230,73,165030073,001542461,28404,N,1,62,202003
20200106,20191230,73,165030073,001551608,28400,N,2,63,202003
20200106,20191230,73,165030073,001551616,28376,N,1,64,202003
20200106,20191230,73,165030073,001615713,28411,N,3,65,202003
20200106,20191230,73,165030073,002105166,28415,N,1,66,202003
20200106,20191230,73,165030073,002133801,28431,N,1,67,202003
20200106,20191230,73,165030073,002229320,28409,N,1,68,202003
20200106,20191230,73,165030073,002232423,28415,N,2,69,202003
20200106,20191230,73,165030073,002329987,28400,N,3,70,202003
20200106,20191230,73,165030073,002441230,28401,N,1,71,202003
20200106,20191230,73,165030073,002536108,28395,N,1,72,202003
20200106,20191230,73,165030073,002609846,28397,N,2,73,202003
20200106,20191230,73,165030073,003344828,28391,N,1,74,202003
20200106,20191230,73,165030073,003423068,28393,N,3,75,202003
20200106,20191230,73,165030073,004013799,28405,N,10,76,202003
20200106,20191230,73,165030073,004452267,28410,N,1,77,202003
20200106,20191230,73,165030073,004851735,28412,N,1,78,202003
20200106,20191230,73,165030073,005917488,28409,N,6,79,202003
20200106,20191230,73,165030073,010016175,28431,N,1,80,202003
20200106,20191230,73,165030073,010332328,28415,N,1,81,202003
20200106,20191230,73,165030073,010447579,28412,N,1,82,202003
20200106,20191230,73,165030073,010620582,28411,N,1,83,202003
20200106,20191230,73,165030073,011025827,28422,N,2,84,202003
20200106,20191230,73,165030073,011048635,28415,N,1,85,202003
20200106,20191230,73,165030073,011604945,28442,N,1,86,202003
20200106,20191230,73,165030073,011733024,28445,N,1,87,202003
20200106,20191230,73,165030073,011734173,28446,N,1,88,202003
20200106,20191230,73,165030073,011851725,28445,N,1,89,202003
20200106,20191230,73,165030073,012055635,28448,N,2,90,202003
20200106,20191230,73,165030073,012137235,28444,N,1,91,202003
20200106,20191230,73,165030073,012353636,28455,N,1,92,202003
